0	0	0	0,000000000000
0,05	-0,000114010865418092	-0,000115702999254515	0,000001692134
0,1	0,000446008626042456	0,000442723867527319	0,000003284759
0,15	0,00220256129545681	0,00219782638400774	0,000004734911
0,2	0,005525967909691	0,00551996330668274	0,000006004603
0,25	0,0106343216533239	0,0106272594583995	0,000007062195
0,3	0,0175940816896372	0,0175861980559717	0,000007883634
0,35	0,0263212822868182	0,0263128288534831	0,000008453433
0,4	0,0365832745276575	0,0365745092253941	0,000008765302
0,45	0,0480008492373378	0,0479920269134171	0,000008822324
0,5	0,0600505287394136	0,0600418921016489	0,000008636638
0,55	0,0720667790213625	0,0720585504054663	0,000008228616
0,6	0,0832438961349034	0,0832362705463665	0,000007625589
0,65	0,0926373647979263	0,0926305045741148	0,000006860224
0,7	0,0991645650255115	0,099158596321632	0,000005968704
0,75	0,101604796626043	0,101599807773055	0,000004988853
0,8	0,0985986806445574	0,0985947222820451	0,000003958363
0,85	0,0886470639475202	0,0886441507189445	0,000002913229
0,9	0,0701095889769603	0,0701077024990467	0,000001886478
0,95	0,0412030953090379	0,0412021880925411	0,000000907216
1	0	0	0,000000000000
Количество итераций: 300
