0	0	0	0,000000000
0,05	-0,000114010865418092	-0,000114945192447727	0,000000934
0,1	0,000446008626042456	0,000444171573357879	0,000001837
0,15	0,00220256129545681	0,00219988380982666	0,000002677
0,2	0,005525967909691	0,00552254078969669	0,000003427
0,25	0,0106343216533239	0,0106302605537644	0,000004061
0,3	0,0175940816896372	0,0175895220755531	0,000004560
0,35	0,0263212822868182	0,026316373211179	0,000004909
0,4	0,0365832745276575	0,0365781716493965	0,000005103
0,45	0,0480008492373378	0,0479957074842861	0,000005142
0,5	0,0600505287394136	0,0600454956021708	0,000005033
0,55	0,0720667790213625	0,0720619876100368	0,000004791
0,6	0,0832438961349034	0,083239463190006	0,000004433
0,65	0,0926373647979263	0,0926333792167007	0,000003986
0,7	0,0991645650255115	0,0991611093589791	0,000003456
0,75	0,101604796626043	0,101601889762391	0,000002907
0,8	0,0985986806445574	0,098596407340609	0,000002273
0,85	0,0886470639475202	0,088645327216353	0,000001737
0,9	0,0701095889769603	0,0701085288040249	0,000001060
0,95	0,0412030953090379	0,0412025252716076	0,000000570
1	0	0	0,000000000
